sample_id,audio_file,hive_id,varroa_measurement,varroa_label,segment_index,segment_start_sec,segment_end_sec,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,10,20.0,22.0,-596.910472470139,146.39336923832508,80.8463088419325,17.647094241488748,14.762016959563237,6.647888662380631,57.33818059419707,13.83091792988404,10.279288931029292,6.687783845356412,8.38780008497562,5.719460953696716,3.32411422965293,4.667424699281682,18.801427358349358,5.86010487757457,-1.6714713000288295,4.697811846481835,-3.908770570239428,5.338449003571955,-5.79143057342344,4.4835530939848445,17.657490877573245,6.322493706579499,-15.234003155475,5.831995295790295
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,11,22.0,24.0,-595.613083952886,148.93974717100687,79.73226362432858,16.404944160302932,12.321745655662426,7.2885484627066734,58.0427267811278,12.398933250045305,12.15997143939088,6.006730965434873,6.3588272003317,5.148575466421415,3.0533423719936845,3.8958572088101864,22.25136992750523,6.843806600345411,0.6404952336845736,5.017430035893318,-4.498410151060025,4.536261772476245,-4.661404165543532,5.645872721180853,18.74401787374184,6.910396539851379,-15.797788082197002,5.876024387174248
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,12,24.0,26.0,-582.7906913138747,149.39276505664006,72.9497784036563,16.619902421977,8.74546669749102,10.754087209294433,59.365927168536444,12.757174425156355,10.549463587399426,7.890227144842759,2.8461536438424364,9.251742494087518,2.822423737334588,5.9993376103669664,23.545045360872447,7.841578247711685,2.306637926724796,5.9691725339943735,-6.656159782826613,4.95095730011859,-4.534617647700662,5.72928777598166,21.88242695452055,5.907230667160616,-17.060405344173446,6.500419848443261
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,13,26.0,28.0,-583.8070103231556,141.19963912803212,68.43704952718366,15.333833832924864,17.37222064979667,7.229145223578196,54.305360296751005,11.696042406414229,12.09471483846869,5.275181420322963,9.62909070182602,6.736583810279813,0.3020936756904555,6.41678432994232,21.68053549417717,7.545743392065888,0.1760697337900147,5.7377726703018554,-3.1164283294228974,5.1293667314183065,-3.786576074126583,4.7204280384742745,17.424706934317253,5.435146623264281,-16.313730264439176,5.690434758184987
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,14,28.0,30.0,-582.0040238390702,148.5329410619411,71.66018600824674,15.340012855547656,15.251514928897516,8.032116607946426,54.50032570203704,12.06141332398737,10.447185738023878,7.0283148221019145,12.689377585755048,5.753909280468975,-0.44355576191473656,5.54649011245769,20.053790208398446,6.782154508079846,-0.10789444817885949,4.900082846828605,-1.3666875094195365,5.9667622342992575,-3.570139827895145,4.696948382522833,17.872720598769977,5.861143840932786,-14.084853190302272,5.855408224671309
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,15,30.0,32.0,-583.900790231745,146.67505098850933,70.21802359026434,14.15914824281804,19.46634848692717,7.37981321145351,54.06524427785628,11.162196479150923,10.592171868926606,6.476391337865609,10.859385468927831,5.59098396793572,1.3005054217859207,4.421609485913608,21.658693249528834,6.749413533719956,0.5107343731325036,5.246981302860697,-3.992969288584626,5.092233303920404,-5.487945263392793,5.362426345450639,18.56149168643066,6.864883300518825,-15.408758289646993,5.495231439617417
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,16,32.0,34.0,-588.116052639134,142.74383367696637,72.52340635049782,15.599624268501575,19.529314471491688,8.244128045450958,54.940362188747855,11.996049644299319,12.19055246639477,7.606048988145599,9.287841430365908,5.798503348280544,1.9388199800370747,4.563453799972985,19.678617013673158,6.623661339884812,-0.13682350216040012,5.071206876413641,-4.619716369522989,4.127792667673553,-4.20838142190858,4.5215242574255745,18.28638763991241,6.646641585397415,-16.714838721822787,4.981181522750365
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,17,34.0,36.0,-591.238581648585,153.02729834659198,73.4138529275233,17.400592376729232,19.60195046692064,8.735566422224172,56.91329069734773,11.798642441532134,11.582794850143236,8.186218526973722,8.472187119140454,5.132005223250276,2.54205212066448,4.589414224189356,19.33312937439745,5.697110508957026,-0.13719979172534227,5.397187880336211,-4.953455666240365,5.151247119645954,-4.641448637135107,4.201117079885577,19.199824222891223,6.117993397785953,-18.174957932483846,5.701169959306362
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,18,36.0,38.0,-594.4667126122699,147.2928388587946,79.91431341330507,16.4150261449313,17.09234850876814,8.205846198180058,56.476119521435386,11.860436838625755,12.99403418783239,5.562458531052993,6.317572933681926,5.357767221391912,2.0741952051426176,4.8117910622331355,21.025810221503587,5.668235572867737,-0.3015248406319034,5.1249892372812145,-5.488439261029644,4.56235629562919,-4.843699165941116,4.531152390212483,17.087729237183858,5.547599564379441,-17.594658791837375,6.283674391969861
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,19,38.0,40.0,-587.5720570884121,148.8953435872249,77.49895980661216,16.51308285656582,15.709460553514512,6.663647191145279,60.20210337154583,12.949060293337638,8.381396926416052,8.27222969659,8.186261453895757,5.863394209245611,3.6267955552699456,6.562048732438427,18.521750418849308,6.352308242089788,1.495274384993874,3.9202130886499873,-6.518279114166609,4.6426786952212655,-5.867145806959559,5.523440477919112,19.695578346954658,6.343311593209133,-17.513642406605715,6.71208997367616
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,20,40.0,42.0,-586.77391995839,145.34204471711988,74.24693589950392,16.172911364787534,16.369087966354787,8.338080817036287,58.974664756233345,13.252993798146072,9.85713258372592,8.08521382499278,5.243323659130827,7.56356344356216,0.9481719729675048,4.029024254219322,21.413779051541034,7.6733535219329765,0.40175520355020855,6.0021964181457355,-3.782369968459998,5.338503712424484,-5.747651671488129,5.381354285264892,19.42228602380052,6.212889358668427,-15.905450623995993,5.71955220328779
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,21,42.0,44.0,-584.0807428304336,144.43642263766841,74.58108077804515,17.514192742575066,13.364715976743808,7.201589776977185,62.27689566562154,12.82624011815754,8.560473705431445,7.529396439469319,7.059985325873313,6.548731969960149,2.6266109836378426,5.142635533856355,19.38267654065333,7.510760286588088,2.3016987198308323,5.9548187996563,-5.7240318194244395,6.433702959993973,-5.41990820115062,5.156047652874112,20.21167449992339,6.614933333731914,-16.89756283838696,5.078814317229212
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,22,44.0,46.0,-581.6052963131069,147.4553284498432,78.76096428669979,16.88784404127091,16.00511798369243,8.218769853121678,57.81315361808375,12.238575479237428,10.441072082012946,6.892018303130043,9.254693951724125,6.017748445916029,3.097787358267848,4.801403111813596,19.130935392808578,5.318704564103264,1.7878785391701901,4.853352682868319,-4.397508398581652,5.330138597065166,-4.608696726741918,4.750095866039827,18.727355200768127,6.049138190052329,-16.504664058499934,5.8102518855007155
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,23,46.0,48.0,-582.952984181152,149.81559560796651,74.36710510860784,17.819544899564203,15.442899788109878,8.298739297632824,60.9600206540902,12.779189149744983,10.039909263489154,8.008085919778024,8.2425092025948,6.081790105673832,5.000461501085306,4.313910248002645,20.10989013854616,7.24248334989511,2.011865028416972,5.382176891492733,-6.641435626291555,5.152371063598926,-5.485022317148518,4.7987537261141,19.665718389048042,6.340934277752818,-15.728496762412732,5.782927191614709
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,24,48.0,50.0,-584.6837108108183,152.7786040273551,74.3320052306111,18.209925546973977,14.87948951770827,8.857241971579167,59.137936394481976,13.046749719543177,9.624201873343475,8.954800594015598,7.7190567953836,6.370064205066447,3.6967305606154275,5.101045695618279,18.630687976910163,6.494877305694363,0.48965251077980154,6.130097397957981,-5.7816255941707135,5.837489531747771,-5.637384069463955,5.259555149875744,17.940568151943125,5.764837894561451,-16.13811408740479,6.472571288731247
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,25,50.0,52.0,-592.0801805631623,135.978732182608,78.20081605733253,18.112318725631173,17.606715520811846,7.041452663470891,56.17591984588278,13.225664846038304,10.867754188280783,7.142493696569198,8.936003624349745,5.5985448125244215,3.4242142609840975,5.5440272528007,17.240748157125758,5.772643998170247,2.7898507282402347,3.9759432792837845,-3.976121856833601,4.718555737002068,-4.119243680620709,5.201966747753716,16.878211423038348,6.271829493929964,-14.205692138280556,7.210746436282028
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,26,52.0,54.0,-590.9572001090513,142.56703826225882,79.92698009366649,18.226838587939785,16.295142735832115,6.994854026360433,56.64846342269869,12.094221140967903,11.418462924385691,6.810744664538001,8.243509807053849,5.562987352013349,2.2016005540164745,4.609042228939382,20.209742234131426,6.244538041775139,0.46063072553199363,4.585745549141335,-4.461321170022931,5.807131835314251,-4.003637023853593,5.129050906559362,17.440416273327408,6.133993072345929,-16.166348724626147,4.8983741583973615
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,27,54.0,56.0,-591.8636014794408,142.34681155139472,79.18810673832326,17.955600206272578,16.969145743645655,6.3049222038316,56.29285944518504,12.84551231995965,10.809681032959162,6.928762240119984,8.589527750697375,6.511351783484169,1.9445423525416912,4.758767509716073,19.944569638310377,6.399542673674791,1.2603761171487962,5.466971796810528,-5.407199730052494,4.681126407296748,-4.197314806255239,4.509852919053131,18.001197064534836,6.588115878697254,-15.812844435221777,6.132929805561056
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,28,56.0,58.0,-593.4951240112351,145.8135264723701,81.43883189905506,17.84712676080891,15.197916035579166,6.961946038819179,56.57185694610748,12.856771256591621,9.810201794942145,6.954056803422064,7.640804458778924,5.703820821029412,3.461553099237087,4.898632754817907,20.51102406673061,6.348018536496438,1.814559367010047,5.166737243594876,-3.050216438018869,4.678654130350885,-4.318177652514504,5.37975993246643,17.079016116016245,6.218356042537538,-16.48073362517569,6.171442592939782
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,29,58.0,60.0,-594.2810157000438,142.47396046346046,79.47816041552858,16.971912494694305,15.250437093232856,6.178454863752261,56.229809417387926,11.904757614711452,9.273336734167001,6.133393052900321,7.518169453115307,6.114139987819199,2.2616142008483155,5.219342708526928,19.379577227630655,6.280036391480541,1.9465661432697186,4.47311551821581,-5.036401771338039,4.725965251843761,-4.8471046728552505,5.079025677376401,19.09652307873599,7.129131584733043,-15.159304632145464,5.709779118829991
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,30,60.0,62.0,-592.7386665309265,138.41402499585573,82.90829380389614,18.656166027640005,17.665342819523833,6.855284323746597,54.786042741619745,11.938090199259387,13.098525013225716,5.897533638418454,7.996849505819104,5.427683038008039,3.5197830239803403,4.906373938958203,21.042670573019212,6.717686744381915,1.4283308701118944,4.6552429891686575,-4.7678297022009914,4.595507786110084,-3.281119259266782,4.73097099414208,16.943139660066482,6.259650003186023,-14.864341711462101,5.958952493793705
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,31,62.0,64.0,-588.7659186385323,135.9537174825498,79.27786546948333,19.292752731876494,16.132748101936887,6.8083820116279306,56.33179403213611,13.76645342177509,11.167140826837088,7.306755389928486,9.125776961301233,6.159804901842827,4.640631016255724,4.6962557517485495,20.062710691998767,7.128024107150513,3.708389695244913,4.609414729183174,-5.615754189586682,5.764043326283394,-3.573375309406179,5.355215212205266,17.875611149514476,6.68081149641526,-14.127179204927232,5.866069399268525
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,32,64.0,66.0,-582.806515596404,137.24471050171235,77.87474158308419,18.364566302579508,15.617207332918195,7.217026942925709,56.33267949319764,14.38458379567054,11.014175577196676,6.939926856382753,9.434148446383116,5.315467166470567,5.7543632031436545,4.303370326159925,19.494121751578383,6.098377461040249,3.4456864151937827,5.080224448280614,-4.80306150501942,5.2379851019463395,-4.367036521860447,4.537037748756908,17.186386845200584,6.440758524428795,-14.089080591523933,5.93697880823347
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,33,66.0,68.0,-587.8807214850117,147.40380546253635,80.81440131591476,16.857024186593836,15.600601443193217,6.605286662712381,59.809493064516566,13.83614310637345,9.145818911234658,9.284401192611101,9.461013492579179,4.8333055402837655,3.380033464672557,4.927750538001303,18.467359245309492,6.473967766827878,2.209074757969014,4.614450082920014,-4.497983788892544,4.41774076685197,-6.202654875796897,4.922477910715756,17.932911087660163,5.724809926014825,-16.748548787293142,5.623025528432121
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,34,68.0,70.0,-582.2651038781712,141.92834295872868,79.27668899344164,17.102969322981778,16.385875162381847,6.81568497975005,58.396138938650274,12.96525827657279,11.96623964063195,6.236788780938132,7.661384650515418,5.498755524928793,2.5183138605373747,5.117680167022176,19.414267737036035,6.459906405683073,-0.09078732615933309,5.599091431506415,-4.641065040515143,4.72667316727313,-5.198635158192704,5.277099732336444,18.655194487902733,6.2336492148382305,-15.50994165059381,6.551816813394402
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,35,70.0,72.0,-588.5988306854441,141.24201825532134,78.12531353642152,18.07429433866627,15.743960477795547,6.877307376161801,56.314785778549876,12.453864451739888,9.510607777210796,5.519606684412336,8.722720687760619,4.94980542412238,1.7403754929457116,4.968520688111339,18.773580288288656,6.370124297292946,1.6202899505786408,5.488028351509909,-6.120318439507329,3.8031614698971623,-5.486123023331815,4.189214798253118,18.27236526996051,7.131030225600108,-16.13861433654286,5.898096313423795
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,36,72.0,74.0,-593.0446356248968,142.5004769763054,80.868546101678,16.75320889758093,15.692606528063951,6.877545295554138,57.49664882658877,11.753552132550217,10.239265535990672,6.110491860560979,8.725463007442213,5.562620966779913,2.4790643150111067,5.4513106966398,18.9026497037818,5.606631457070053,1.0223339325832392,4.166410866115836,-4.5317043276364215,4.904461127131098,-4.463426475310613,4.857607289565946,18.849021294100275,6.025141145332233,-15.369722809468428,5.594228573006455
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,37,74.0,76.0,-590.6977996778961,142.713168560092,80.65362979426746,16.785517100021153,14.099176652224847,7.152378906730533,57.973570614028944,11.8144206595035,10.526810354415993,5.8075328766585175,6.211810061975875,5.88683385632026,2.7129152689735085,4.5413833753338,20.616706434231222,5.863290169221872,0.6570270384911805,5.442036855950276,-4.5573017285115265,5.166447008847807,-4.638672703918863,4.8567489301532785,18.31779812571312,6.073793356641348,-16.02678114136808,5.1546379406737355
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,38,76.0,78.0,-586.4842255987609,148.0400727870124,80.23159529630084,17.272581401441094,14.20573930875306,6.576966605920379,56.86212918313574,11.426187239836361,9.013994674490831,8.92286384944514,9.660561824455462,5.940495488778212,1.6588804806478537,5.405579043752782,17.809250072698266,5.337863620040074,2.0491018794799616,4.811222967111079,-6.0968795384237255,3.905654166015921,-5.188258932887308,3.9724375299405215,19.731113532257393,6.697816666215517,-16.24966126652341,5.475466095575262
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,39,78.0,80.0,-588.3660039133034,143.70276501563194,81.91026148590899,17.351862377455635,15.637980904747987,6.9463480006383085,58.429817494754104,13.443712847294595,5.857226233481142,8.786920416852888,9.52107700161743,5.171868623571155,2.9347359935272714,5.6562853883203665,15.829625282064855,5.6470444954921275,3.8265838550815654,4.838006528506288,-5.063943977498325,5.104807474156537,-6.344770453257367,4.7413694632871515,18.969394467904987,6.648909891029964,-15.777372939974727,5.69803733347668
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,40,80.0,82.0,-591.4898383583252,149.74367851478334,81.36779286534995,16.416139955003914,17.344453977616393,7.568041008595633,58.06652905631326,12.668241118734075,9.061893036825408,7.77927496642623,10.122897306935329,5.707378733397056,0.3926356223096145,6.436817516308515,17.020218769414043,5.364808133851895,1.3692775571565001,4.934595290137925,-6.2920162589817075,5.0169486250096025,-5.552425999009594,5.195406875951866,18.6625918342828,6.161562101640542,-16.921596407441392,6.076174237727417
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,41,82.0,84.0,-584.0668397746707,135.8915576614863,80.17908060833888,18.622893249122576,17.20530836252341,7.157892705834747,55.88039221725233,12.830553676049599,9.614727301527333,7.960757837520637,10.629278966250531,5.046177230043829,4.361099888447657,4.770337461369393,16.755791666006314,6.00761180841231,2.741925565523037,5.391244228937884,-6.084564213934989,5.361680182126491,-5.166224072932948,5.080254108755898,18.165093963072252,6.420908249171962,-15.682635305503316,6.017668318508247
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,42,84.0,86.0,-587.4593782097066,142.04689700420928,82.15195394992823,17.369441076868696,15.71414031729917,7.397327814743579,57.03631803958907,12.129046841397031,9.793660211583072,7.028260393724729,9.38894587143271,4.542932953744162,-0.04310801832938576,7.110284833589751,17.418646155642236,5.9062008982476,1.7542965358041647,5.412128209885377,-6.954566453897461,5.201173765238,-4.353876162391535,4.480756605240718,18.589951763909294,5.999720571681279,-16.079818432137564,5.802407312308909
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,43,86.0,88.0,-587.1084410251291,145.7016602661874,82.42100833863458,17.069792921114665,16.284704043560836,6.4918427791859195,58.66414181724861,12.368807616998385,9.823373614937248,6.116501371446063,9.379164836840955,5.903112509592785,1.582409442439114,4.797375629755208,18.64677616409043,5.467424489063388,1.9324475967788504,5.1406855442093216,-6.33667996265053,5.143399394102693,-5.202760777914823,4.773689904907186,19.335704394388422,6.140061786626993,-16.313404959823902,5.446200039336371
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,44,88.0,90.0,-588.2110633598184,145.92932539458107,83.12495728990255,17.77298217821092,15.915583860861593,5.688345456555548,55.433301811347185,10.977398620427437,9.85915271162436,6.0102350659987,7.817014367347374,5.220877071238511,1.3486904770705395,4.66491339754849,18.375802973496935,5.136291725669937,0.8571270934286477,5.4532540112457655,-6.18490938027945,5.746223076719432,-5.914112431453044,4.6916782040916925,19.648154751581245,6.033521977250432,-15.812654575926052,5.488591343096082
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,45,90.0,92.0,-581.4242695120369,137.61992900379735,76.89063760413154,19.181459290873082,16.72154463810128,7.029227297424085,57.69343264476264,13.728991549936266,9.560924397487872,7.561432885003796,9.48099202326339,5.381234787491531,3.249127342576547,4.615571081679175,17.925999207548887,6.769732631912678,2.573106006105052,4.022955788361806,-6.747399402957853,5.0702695642256135,-4.794070582255341,4.412699856153779,17.52833083272084,6.025303005765111,-16.74298592626741,6.173090933386575
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,46,92.0,94.0,-587.7030546988448,146.31405468184138,78.3721602647029,16.953177348687845,17.68482965774079,6.147441460795213,58.451676121498764,12.974470943797167,7.853977291407731,7.236630669054794,9.385976787747602,5.705044526488546,1.7479346424260866,5.287479693935306,16.294263723999528,6.254840587901478,2.4783220956820133,5.0030444090943345,-5.689558642274055,4.174774608110565,-5.931095871992039,4.975189382054323,19.253958402265113,6.309315535372471,-16.228805357561438,5.591966278125934
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,47,94.0,96.0,-583.4192109355884,146.25417183515628,74.90517360317011,17.049975447606098,18.24430144725056,7.5541298396646726,60.47281525490646,13.538185609764593,8.783188488722482,6.62094370424084,9.410984521035392,5.15355428270496,2.4874173301403726,4.207401610620425,15.900246099686461,6.526298132698182,3.318825370566761,5.0829055678192505,-5.799816657687203,5.075800711163278,-6.545546250811767,4.943049877896878,20.4921142589985,7.13112316423008,-17.161662909895224,6.312077241594218
3628_20220826_1030,26-08-2022_10h30_HIVE-3628.wav,3628,16.0,HIGH,48,96.0,98.0,-589.848874987799,144.5466510910359,81.93864987299838,17.39354173288923,15.487091631838448,5.8381655578928555,57.603124567972635,11.534810692089247,8.601219079583949,5.584433650161022,8.827785856139709,4.621335430036695,3.0155384631620903,4.48736723248704,17.4187603015328,6.556001663770225,1.5318474197519771,5.337216935101424,-5.917653769194131,4.823802219755181,-5.397726519054565,4.961327388119869,19.79993968328428,5.775777872893116,-16.37876299607632,5.4481874802435
